Date,Title,Article,Link,Topics,Year
"Fri, December 2 2016",Is Jokowi’s political tour enough to ensure stability?,"Before and after the Nov. 4 protest against Jakarta Governor Basuki  “Ahok” Tjahaja Purnama over alleged blasphemy, and ahead of the Dec. 2 rally, President Joko “Jokowi” Widodo has met political leaders and representatives of state instutions to make sure political stability remains intact. Nov. 4 was clearly about contentious politics, since it occurred in public and involved claims collectively made in a rather ad hoc fashion. In that way it differed from normal politics emerging from institutional settings that involve procedures, norms and regulations. Contentious politics is when you have people making collective claims using tools like demonstrations. This is pretty normal in a more open political system, in which individuals have the freedom to articulate their opinion. However, with regard to democracy, contentious politics can turn into a double-edged sword. Contentious political activities may indicate that a polity is democratic, but they can also open space for movements that threaten the system, especially in a new democracy like Indonesia. There are two consistently important aspects to contention: identity formation and polarization. This is because in a case of contention, each side will try to draw the once moderate voices to their side, to their extreme one. When it comes to identity formation, sometimes paying attention solely to the “whodunnit” element is not enough. We also have to ask, what the discourse itself does. I personally believe the chance of a coup remains relatively low, even if the contention escalates. However, I am worried that the Nov. 4 rally shows that we are too divided, not in a way where there are two extremes ridiculing each other, but in a way that one voice is actually getting louder while the other is lost for words in trying to mobilize the masses. It is because there are two logics involved in the contention we saw most recently. On the surface, there are collective efforts of making claims by some predictable networks and groups. Beneath these apparent efforts are opinions expressed in social media, where competing mindsets duel in quite irreconcilable ways. This is the level where the contention gets personal, where people continuously try to make the issue more personal and copy banal templates to add effect to what is being discussed at the surface. Since social media can reduce the costs of communication, long established traditional networks can actually benefit from this personalized logic in what Bennett and Seberger ( 2012 ) called “connective action”. This logic can potentially escalate contention to become a threat to our democracy, even our nationhood. Such threat is likely, due to both the structural and discursive setting of politics today. At the structural level, there is an inherent flaw in our political system, where political articulation is not processed like in more liberal settings. Dan Slater, a political scientists of the University of Chicago, has discovered an “accountability trap” (Slater, 2004) in Indonesian politics, where elites are quite disconnected from the masses. They are not horizontally differentiated in terms of political platforms. Meanwhile, accountability works only in a horizontal way among the elites. Jokowi’s recent political tour, if we assume the game is still contentious politics without connective actions, is actually the best move. It helps consolidate the regime and minimize the risk of disruption. _________________________ The fact that hardline groups such as the FPI are moving to the center and starting to become normal stakeholders is pretty problematic. However, with such an accountability trap, our system is always prone to the emergence of new communal leaders who can publicly propose to reconnect society with politics. Social media increases this possibility, especially where we can reasonably doubt that political elites maintain a strong grip on their constituents. The pessimistic list is beginning to complete. No real policy issues have followed the campaign period in Jakarta, most likely due to hot debates over religion and ethnicity. New populist outsiders probably have not become prominent yet, but the fact that hardline groups such as the FPI are moving to the center and starting to become normal stakeholders is pretty problematic. This is exactly when we see that a notorious group like the FPI can utilize an issue to gain public support. When their cause overlaps with the increasingly conservative Indonesian Ulema Council (MUI), the magnitude of silencing voices is worrying. Furthermore, we also cannot deny that, whatever the outcome of the blasphemy trial of Ahok will be, there are other issues where the public cannot find proper words to distance themselves from growing conservatism, for example the increasing criminalization of LGBT groups. The more serious problem lies at the narrative level. It is not only what is being said at the elite level, but also in everyday conversations. We talk about the urgency to reassert pluralist values, but we cannot even find substance, because even teachers cannot instill a sense of pluralism in their students other than suggesting to benignly neglect differences among religious groups in Indonesia. Elites, therefore, must seek to disrupt connections made by growing conservatism in this country, especially by those who continuously reappropriate our nationhood with their own twist. We surely had a heartwarming picture circulated in social media when candidates for the Jakarta election took a wefie after their medical test. But today we don’t find anything more than memes, URL links and copy-pasted texts in WhatsApp to help us understand that our pluralism cannot be taken for granted. Diversity should not be solely guarded by a rigid implementation of regulations, when our interaction is 24-hour facilitated by connections through the internet. Political connections like those made by Jokowi are a necessary strategy to ensure political stability, but unfortunately they are not sufficient to tackle our nationhood problem. ______________________________________ The writer is a researcher in the department of politics and international relations at the Centre for Strategic and International Studies (CSIS) Jakarta.",http://www.thejakartapost.com/news/2016/12/02/is-jokowi-s-political-tour-enough-ensure-stability.html,,2016
"Sat, December 3 2016",Rising hostility toward journalists rings alarm,"Hostility toward journalists is alarmingly on the rise as Muslim conservatives have accused several media outlets of biased reporting in the blasphemy case of the incumbent Jakarta Governor Basuki “Ahok” Tjahaja Purnama. The third-largest anti-Ahok demonstration on Friday in Central Jakarta, where more than 500,000 peopled flocked to the National Monument (Monas) complex in what they called a “peaceful rally”, saw another series of intimidations carried out by dozens of protesters against television crews reporting live. Early in the morning, protesters walking down Jl. Merdeka Selatan shouted in front of Kompas TV’s satellite news-gathering van, demanding the crews to stop reporting and to leave the scene. The protesters accused the TV stations of one-sided reporting that tended to be pro-Ahok. The situation, however, was quickly contained when police personnel approached and asked the crews to park their vans at City Hall. “This incident is unfortunate, because the protesters had promised to stage the rally in a peaceful manner. However, we appreciate the security officials’ quick action to guard us,” Kompas TV field producer Alvi Apriayandi said. Rifai Pamone, a Metro TV journalist who reported live from behind a wire barricade on Jl. Merdeka Barat, was also shouted at and hit with mineral water cups by protesters who claimed that the media he represented was a “provocateur”. Police personnel on standby behind the barricade asked Rifai to pause the recording of his reportage to defuse tensions. “When people already have negative sentiments, anything we do is wrong. We only get mineral water cups thrown at us, but that’s OK, we are only carrying out our journalistic duties,” Rifai said. The Legal Aid Institute for the Press (LBH Pers) noted that over the years, the number of cases of violence or other forms of abuses against journalists have fluctuated. However, numbers tend to rise significantly when nearing huge occasions, such as regional elections. “In numerous cases, the intimidations are carried out against journalists by the supporters of certain candidates [running in the election]”, LBH Pers research and networking head Asep Komaruddin told The Jakarta Post. LBH Pers is aware of the phenomena of labeling media outlets accused of biased reporting. “Labeling actually threatens the journalists as they are susceptible to becoming the targets of violence,” Asep said. In the previous Nov. 4 mass rally, which was also initiated by the National Movement to Safeguard the Indonesian Ulema Council’s Fatwa (GNPF-MUI), the Alliance of Independent Journalists (AJI) recorded numerous instances of violence against journalists initiated by protesters. The violence included both physical and non-physical, such as when a TV crew was forced to leave Istiqlal Mosque in Jakarta on allegations of biased reporting. In another case, Kompas TV journalist Muhammad Guntur was also intimidated and got his memory card taken away by protesters near the State Palace in Central Jakarta during the Nov. 4 rally, which erupted into violence after dusk. On Wednesday, journalist Reja Hidayat from tirto.id was hit and told to go away by an alleged member of the firebrand Islam Defenders Front (FPI) when he was carrying out work in Petamburan, Central Jakarta, near the FPI headquarters on Wednesday. Reja wrote in his report circulating in several journalist chat groups that the man tried to prohibit him from writing any news about the FPI meeting ahead of the rally and demanded that he delete anything he had already written. “We have filed a report with AJI. But we haven’t decided whether we will file a report with the police. But my office will send a protest letter to the FPI,” Reja told the Post. The AJI Jakarta chapter chairman Ahmad Nurhasim criticized the series of intimidations faced by journalists. “Intimidating actions, let alone violent attacks [against journalists] should not occur no matter the reason,” Ahmad told the Post, adding that the AJI would speak out against attacks that threatened press freedom. Ahmad said there were many ways people could voice their complaints against media outlets they claimed to be bias in their reporting that did not involve violence ,including by writing a letter to the editorial team or filing a report with the Press Council, as in accordance with the 1999 Press Law. However, Ahmad asserted that journalists should carry out their tasks based on the journalistic code of ethics. “Every mass media has a right to determine the angle of their reportage, however they should serve justice for all elements in society,” Ahmad said. (fac)",http://www.thejakartapost.com/news/2016/12/03/rising-hostility-toward-journalists-rings-alarm.html,,2016
"Thu, December 15 2016",Where were the women in 212 protest?,"A lot has been said about the Dec. 2 protest by those who supported and were against it. The proponents of the protest have argued that the action was purely motivated by religious sensibilities and not about the religion or ethnicity of non-active Jakarta governor Basuki “Ahok” Tjahaja Purnama, although back in 2014, the Islam Defenders Front (FPI) — one of the initiators of the National Movement to Safeguard the Indonesian Ulema Council’s Fatwa (GNPF-MUI) — had already rejected Ahok on the basis of his religion and ethnicity. On the contrary, those who are against the 212 protest claim that the action was no more than political exploitation of religious symbols. Two worrying trends about all this narrative and counter-narrative are, first, just how easy it is for the Indonesian Muslim communities to fall into the trap of using a massive number of supporters for protests and taking it as a claim of the righteousness of their action, and second, the absence of the voice of Muslim women during both the protests and within the myriad commentaries and counter-commentaries written about the protest. It seems like the largest Muslim protest in Indonesia has forgotten to include half of the ummah, the Muslim women. Already I can hear the cliché counter-arguments that proponents of the protest might have against my opinion. “A lot of women, with their kids and family, were marching with us in the 212 protest,” or “You are just criticizing us from far away, you weren’t in the field and didn’t see for yourself how the women marched with us.” It’s true that women marched to the National Monument (Monas) on Dec. 2 and I was not there to see them in person. But one does not need to be in the field to see that the presence of most women in the protest was to affirm the patriarchal politico-religious narrative at best, and to serve as child caretakers at worst. The protest structurally and systematically rejected the presence of Muslim women within its circle of narrative. Structurally speaking, the protest was centered on the Friday prayer, a specific kind of public worship in which Muslim women not only in Indonesia but also around the world are discouraged from attending. This was proven when the prayer was about to start and the women were asked to move and give up their places for the men because the Friday prayer was supposed to be only about male Muslims and their “Islamic masculinity”. In addition, when one looks at it from the historical perspective, the Friday prayer also functioned as political and military mobilization in medieval Islam, with no room whatsoever for the existence of Muslim women. Systematically speaking, the protest was organized by the GNPF-MUI, which is dominated by vigilante groups. That being said, the logic of these vigilante groups is in full operation within the GNPF-MUI. Narratives that the 212 protest was a form of “jihad”, that respect needs to be paid to the Muslim leaders and habib (and not to the mothers who dealt with their kids during the march under the scorching sun and — afterwards — the rain of Jakarta), and that the Muslim males who attended the protest deserved to be praised due to their peaceful conduct (despite the fact that peaceful conduct is a responsibility, not an option, for every protester around the world), were built upon the false claim that, since it is natural for the Muslim guys to be violent, the peaceful 212 protest must be a spiritual miracle that showed God’s agreement with the systematic violence that the majority Muslims in Indonesia have imposed upon the country’s religious minorities. On top of all of that, the most unfortunate misogynistic element that occurred during the protest was shown in several sexual assaults against women who happened to be in the proximity of the protest site and who were deemed to be not wearing “Islamic clothing” by some male protesters. Though, seeing the narratives centered on the protest, one would not be surprised that sexual assaults were in order. Here is the largest gathering of “mujahids” who came to prove their loyalty to their religion by banishing a minority governor. They came to prove that they are the guardians of fragile Islam. The whole depiction of the protest was centered on the number of protestors and muscular expression of jihad. Each and every sense of masculinity in the protest was buttressed by the legitimacy of the ulema and the sense of divine justification to the supremacy of men over women. The women in “non-Islamic” clothing, who were victims of the sexual assaults, were seen as toxic appearances within the holier-than-thou protest to defend the Quran, and thus they needed to be “punished” by sexist and misogynistic slurs. More than that, these women were also there to be “offerings” for these mujahids. They were there as sexual objects because, after all of the shouting and marching in defense of Islam, these mujahids felt that they deserved instant sexual gratification in the form of women in short skirts and tight clothing. Post-212 protest, it is very unfortunate that there are people who even think that the FPI vigilante group might be able to lead Indonesian Muslim communities to glory (whatever that means). But even if this is true, it is proven that conservative Indonesian Muslims are far from ready to share the stage with Muslim women and that any Islamic movement that alienates the presence of women within its midst is doomed to fail. _____________________________ The writer is pursuing a PhD degree in theology at the University of Notre Dame, the US.",http://www.thejakartapost.com/news/2016/12/15/where-were-women-212-protest.html,,2016
"Mon, December 19 2016",Police back hard-liners clamping down on Christmas,"A fatwa issued by the Indonesian Ulema Council (MUI) banning Muslims from donning paraphernalia related to other faiths has inspired the hard-line Islam Defenders Front (FPI) to take the law into its own hands and push shopping centers in Surabaya, East Java, to not ask its Muslim workers to wear Christmas-related gear. Instead of stopping the FPI’s actions, police moved to secure the group’s visit to seven shopping centers on Sunday, arguing that their presence would prevent clashes between the group and shopping center managements. The management of Toeng Market had no choice but to comply after around 50 FPI members, escorted by the police, paid a visit. “We will deliver the demands to our superiors. We did not know about the fatwa. We will comply with it,” said Toeng Market operational division head Wahyu Kuncoro after FPI members thronged his office. The MUI has issued similar calls ahead of Christmas, but not until this year has the FPI followed up by protesting at shopping centers. An FPI leader in East Java, Ali Fahmi, said Toeng Market management had agreed to sign an agreement as a guarantee that it would comply with the MUI edict. “They already signed the agreement on a stamp,” Ali said. Surabaya Police chief Sr. Comr. M. Iqbal said police escorted FPI members as they visited seven shopping centers in Surabaya to prevent clashes. “The FPI members disseminated information about the edict. We guarded the process to ensure public safety,” Iqbal said. Police deployed hundreds of personnel to “guard” the FPI’s shopping center visits. The visits took place two days after members of an FPI branch in Bekasi, West Java, thronged a Honda dealership in the region after it was rumored that Muslims employees, including female staffers wearing hijab, had been forced to wear Santa hats. Bekasi Police chief Sr. Comr. Umar Fana said police, together with several Islamic organizations, had met with the dealership’s management on Wednesday morning to discuss the matter. Islamic organization Nahdlatul Ulama (NU), which has around 60 million members across the country, lambasted the FPI for acting like a law enforcement agency. “The state must be present in this case to not let any mass organization exercise its own law on the streets. The Religious Affairs Ministry is taking this incident seriously. The ministry will not give room for radicalism to grow in Indonesia. The MUI has the duty to disseminate information about the edict, not a mass organization,” NU deputy secretary-general Imam Putudu said. Rights watchdog Setara Institute, which campaigns for pluralism, said an MUI fatwa was not a legal and binding ruling that must be followed by shopping centers, adding that police should have prevented the FPI in the first place and not facilitated them in carrying out such intimidation on department store management. “Such groups have grown confident following the mass rallies in Jakarta. The National Police should not support edicts that threaten religious diversity,” Setara researcher Ismail Hasani said.",http://www.thejakartapost.com/news/2016/12/19/police-back-hard-liners-clamping-down-christmas.html,,2016
"Tue, December 20 2016",Police told to resist undue influence of MUI,"Following the decision of some local police leaders to back a campaign by firebrand Muslim groups to crack down on Christmas celebrations, President Joko “Jokowi” Widodo has instructed National Police chief Gen. Tito Karnavian to uphold discipline among members of the force and make efforts to prevent their power from being abused by hardline groups. During a meeting with Tito at the State Palace on Monday, Jokowi said that the police force must work only to implement official rules and regulations. “Our existing rules are laws, government regulations, presidential regulations, ministerial regulations and so on, including a regulation from the police chief himself. That should be the ground rule,” Cabinet Secretary Pramono Anung said. Jokowi summoned Tito on Monday following the decision by police chiefs in Bekasi in West Java and Kulon Progo regency in Yogyakarta to issue circulars ordering local officers to uphold an edict issued by the Indonesian Ulema Council (MUI) banning Muslims from wearing Christmas attributes, such as Santa hats. The MUI issued the fatwa on Dec. 14. Bekasi Police issued its circular on Dec. 15 while Kulonprogo Police released its circular on Dec. 17. Over the weekend, police in Surabaya, East Java, also came under fire for their failure to prevent members of the hardline Islam Defenders Front (FPI) from cracking down on business establishments that allowed their employees to wear Christmas attributes. Earlier on Monday, Tito ordered police officers to get tough on members and activists of hardline groups who carried out intolerant acts. “I instruct all police officers to arrest and take action against those who want to promote disorder. We shouldn’t bow to those groups,” Tito said. Tito also ordered members of the corps to keep an eye on groups that carried out intolerant acts under the guise of publicity programs for the MUI edicts. “Also, if we find some groups that carry out raids while claiming to be conducting ‘familiarization’, but in fact bring fear to people, we must take the initiative to stop them,” Tito said. The police chief said that he would discuss the issue with the MUI in the coming days. “I will talk with the MUI so that they take tolerance and Bhinneka Tunggal Ika [the country’s motto of “unity in diversity”] into consideration when they want to issue a fatwa,” he added. Jan Sihar Aritonang, a professor at the Theology School Jakarta, said that the MUI had wrongly identified symbols of consumerism, such as the Santa hat, as part of Christianity. “Production and distribution of such attributes are not directly related to Christianity. Until now, Christian churches have never reached any consensus about what could be considered as attributes or symbols for Christmas. They are just a tradition in some churches, particularly in Europe and America,” Jan said. Responding to the actions of the FPI in Surabaya, the MUI said that any Muslim groups that took the initiative to disseminate information regarding the Christmas edict should not use force against business owners who were unaware of the call. “The information about the fatwa can be relayed by sending one person to inform shop owners about it, or a letter should be enough,” said the MUI’s edict division head, Hasanuddin AF. Religious Affairs Minister Lukman Hakim Saifuddin meanwhile said that no private organizations had the authority to conduct such raids. Ina Parlina and Bambang Muryanto contributed to this story.",http://www.thejakartapost.com/news/2016/12/20/police-told-resist-undue-influence-mui.html,,2016
"Tue, December 20 2016","Police protect, serve — who?","Ahead of a supposedly joyful season bringing peaceful tidings, Indonesians are instead seeing more tension — fueled by police action. As part of their task to safeguard Christmas celebrations, the police escorted members of the Islam Defenders Front (FPI) to “disseminate information” about a new edict, of the Indonesian Ulema Council (MUI) to seven shopping centers in the country’s second largest city, Surabaya, East Java, on Sunday. A shopping center manager said the management would comply with the new edict which states management should not force Muslim employees to wear “non-Muslim attributes”. Police said they escorted the FPI “to ensure public safety” and prevent clashes. The edict issued on Dec. 14 followed rumors of Muslim employees being “forced” to don Christmas- related accessories. Reports said FPI visits to store managements took place following rumors that a Honda dealer in Bekasi, West Java, forced staffers, including those wearing hijabs, to wear Santa Claus hats. The MUI’s edicts are non-binding; Muslims refer to them as personal guidelines to review daily beliefs and practice. For instance, although managements should indeed not impose anything on employees regarding religion, many Muslims would distance themselves from edicts like the latest one containing repeated references to kafir (infidels) — which would include their Christian friends and relatives. Many do not see voluntary participation in Christmas preparations or festivities as disrupting their Muslim faith. However, police escorting the FPI, known as a vigilante group, in introducing the edict was crossing the line. Taxpayers funding the police are not only Muslims, although few are surprised these days at the smug ties between the police and vigilante groups claiming to represent the nation’s Islamic majority. Police repeatedly remind us they protect and serve all citizens, but their actions are far from convincing. A leader of the largest Muslim organization, Nahdlatul Ulama (NU), said the MUI is obliged to inform the public of its edicts. The state should not “let any mass organization exercise its own law on the streets,” NU deputy secretary general Imam Putudu said. Yet of course vigilante groups increasingly feel they are doing a sacred duty when escorted by police in “visiting” store managers by the dozens. In the past, police have also escorted various groups claiming to represent Muslims in disrupting religious services and closing down mosques of minorities. The police have thus failed their credibility tests in ensuring they protect and serve us all. They do not even protect Muslims who could be seen as an increasing threat to the legacy of a peaceful, diverse nation. This is in conflict with the message of participants of the recent rallies, triggered by allegations of the Jakarta Governor insulting Islam, which said the rallies were reminders of inter-faith respect. National Police chief. Gen. Tito Karnavian, a former counterterrorism special unit chief, must join national and religious leaders in ensuring peace for us all — instead of signaling that police support people infamously known to have quite often taken the law into their own hands.",http://www.thejakartapost.com/news/2016/12/20/police-protect-serve-who.html,,2016
"Wed, December 21 2016",Progressive Muslims need to wake up and smell the coffee,"Christmas is around the corner and Islam Defenders Front (FPI) members have clamped down on Santa hats at shopping malls in Surabaya, the country’s second largest city. That is not a picture of a merry Christmas. What is worse, however, is that the police were escorting the hard-liners when they entered the mall to prevent “disruptions” during what the FPI called, without a sense of irony, aksi damai (peaceful action). No matter how the FPI and the police explain it, the Surabaya incident is a serious blow to the nation’s dwindling pluralism. It is disturbing for three simple reasons. First, the Indonesian Ulema Council’s fatwa banning Muslims from wearing Christmas paraphernalia is not legally binding and therefore should not be enforced; second, FPI militants, a fringe group (at least until recently), may not be the best people to disseminate the fatwa to the Christians; third, the police helping the FPI to carry out its antics sends the wrong message to minority groups who are wary of the group’s growing clout. The incident, depressing as it is, is a clear reminder of two indubitable facts: that retrograde forces are gaining ground in the country and a fringe group, like the FPI, has become more mainstream and normalized. The Dec. 2 rally against Jakarta Governor Basuki “Ahok” Tjahaja Purnama in Jakarta, the largest gathering of people the country has seen in history, is a testament to the popular support the hard-liners currently hold. It appears that as Islamic parties succumb to realpolitik for their survival, forcing them to act more secular and nationalistic and thus making them less appealing to their core constituents, hard-liner groups have filled the void and emerged as political demagogues that have exploited the inevitable rise of identity politics. That shift has huge ramifications. The police have often been accused of being too soft on the FPI, as the vigilante group allegedly has the backing of the powerful elites. That may still be the case, but the problem we have now is perhaps the police are unwilling to get tough on the FPI because they fear it would trigger backlashes from mainstream Muslims. If that is the case, we should be more alarmed. The last thing we need is a vigilante group empowered by both the elite and the masses. The question is: how did we get to this situation? The power hungry political elites played a role in empowering radicals to advance their short-term interests, but the elephant in the room is the failure of Indonesian progressives to keep the FPI marginal. Progressive Muslims are complacent. They should push the hard-liners further to the fringe. What they have been doing is the complete opposite: pushing mainstream Muslims, who traditionally have a moderate view of Islam, closer to the FPI and thus making the fringe group mainstream. Many Indonesian Muslim intellectuals are fixated on shaming and discrediting the hard-liners that they end up alienating most Muslims. This problem persists even after the two major anti-Ahok rallies in Jakarta. A renowned liberal Muslim intellectual, for instance, called those who joined the Nov. 14 rally “brutal” and “stupid”. A female Muslim academic disparages women who joined the Dec. 2 rally as mere “child caretakers”. Such comments disregarded the complexity of Indonesian Islam. The people joining the anti-Ahok rallies are not monolith and should not be put in a single basket of degrading stereotypes. If anything, those words would do nothing but widen the ideological divide, making it more difficult for other progressives to reach out to mainstream Muslims and change their views about Islam, democracy and the need for peaceful coexistence. On social media, most progressive Muslims also turned out to be as gullible as their retrograde rivals in sharing half-truths, fake news and hoaxes. That bad habit has deepened ideological polarization to the advantage of the radicals, who typically excel at exploiting conflicts and divisions. The other issue is the double standards exposed by many progressive Muslims when responding to the state’s actions against their ideological rivals. There is an alarming tendency, for example, among progressive Muslims to consider state repression as “normal”, as the only way to keep the FPI and its ilk under control. This kind of attitude will only bring sympathy to the hard-liners. Perhaps the greatest blunder progressive Muslims have made is their failure to go beyond identity politics — or “identity liberalism”, to use the term coined by Columbia University historian Mark Lilla. For progressives, the only democratic goal worth pursuing is for minority groups — Christians, Shias, Ahmadis and LGBTs — to live in peace. It is as if Indonesia’s problems will magically go away if the FPI is gone. Consequently, they were mostly, and regrettably, silent when the political powers they supported persecuted the poor. They ignore the fact that the economically marginalized are mostly part of the Muslim majority. The hard-liners will find it easy to sectarianize the issue of economic equality, by claiming that progressives do not care about the majority, who then feel excluded from the progressives’ agenda. Indonesian progressives must learn from American liberals who spent months before Election Day in November shaming Donald Trumps’ supporters, the white working class who felt excluded from Hillary Clinton’s liberal identity campaign. The result is nightmarish: Trump’s victory. So, wake up and smell the coffee before it is too late.",http://www.thejakartapost.com/news/2016/12/21/progressive-muslims-need-wake-and-smell-coffee.html,,2016
"Wed, December 28 2016",The Pope is waging war against Christmas -- let's join him!,"Is the pope Catholic? Well, he is the leader of the Catholic Church, so yes, he is. Duh. Then why is he waging war against Christmas? Will he gang up with the notorious Islam Defenders Front (FPI) in Indonesia which is also waging war against Christmas? The FPI are famous for conducting “sweeping” (raids). Recently, they attempted to sweep malls in cities in Java, to prevent mall employees from wearing Christmas paraphernalia, the most common being Santa hats. That’s amusing as the famous red and white Santa outfit is actually a commercial attribute, not a religious one. The fat, jolly, white-bearded Santa Claus figure ubiquitous when approaching Christmas day in modern times was adopted and developed by Coca-Cola to match their company colors and market their fizzy drink (see “Politics of Muslim identity over Santa outfits”, The Jakarta Post, Dec. 20). The Pope’s war against Christmas however, is about returning Christmas to its true essence. The holy feast has been “kidnapped” by worldliness, Francis says, and needs to be “liberated” from the bourgeois, materialistic charade it has become. “The lights of shop windows push the light of God into the shadows… [People] enthused about gifts, but indifferent to our neighbors in need.” Pope Francis points out that many people suffer because of the economic ambitions of a few, “because of sheer greed and idolatry, which leads to slavery”. If Francis sounds like a leftie, it is not really surprising because his boss, Jesus, was a socialist too. In Matthew 6:24 Jesus says “No one can serve two masters. Either you will hate the one and love the other, or you will be devoted to the one and despise the other. You cannot serve both God and money.” Perhaps Donald Trump missed Matthew 6:24 when he read the Bible (if he read it at all, that is) because he thinks that Christianity starts in the marketplace. One of his campaign promises: “I get elected president, we’re going to be saying ‘Merry Christmas’ [at department stores] again.” Ah Trump, the department store messiah whose god is clearly mammon. So in the eyes of Jesus, Trump cannot really be a Christian, despite his claims. In the United States, the custom has been to wish customers “Happy Holidays” rather than “Merry Christmas” during the Christmas and New Years season, out of respect for people of other faiths. It’s political correctness, which Trump hates. Instead of political correctness, in Indonesia we have what you might call “religious correctness”. Up to now there is still the debate as to whether it’s haram or not for Muslims to wish Christians “Merry Christmas”. In spite of the fact that the Indonesian Ulema Council (MUI) issued a fatwa forbidding Muslims to wear Christmas paraphernalia, on the issue of Muslims wishing Christians “Merry Christmas”, MUI allowed it. Despite the MUI fatwa, at a recent event to commemorate Indonesia’s fourth president Abdurachman “Gus Dur” Wahid, Alim, a participant, stole the show by wearing a Santa hat! Don’t you just love that? Clearly religious tolerance trumps (sic!) religious correctness for Alim! So how do Indonesians celebrate Christmas? Much like Idul Fitri, it’s very commercialized. But behind this public display of religious commodification, there are people who subscribe to Pope Francis’ injunction to humility, “smallness” and to serve the unfortunate and marginalized. Take my friend Maria for example. She’s always very busy around Christmas as she’s involved in various social activities to visit and give donations to members of the church who are ill, the elderly, and those who are in prison; organizing Christmas celebrations for youth as well as the adult church community. On Christmas day itself, she attends church service, and only then does she go home to celebrate with the family. Like Islam in Indonesia, Christianity is also syncretic, combining many local and Christian customs. The Javanese for example combine their Christian beliefs with kejawen (Javanese spiritualism), and their Christmas tree is not a fir tree, but made out of paper, wooden decorations and recycled material. How environmentally conscious! In Bali, their Christmas trees are made from chicken feature. I wonder if they turn it into a feather duster after Christmas ends? The Torajans of South Sulawesi do not just sing Indonesian language Christmas carols but also their local ethnic songs, and wear traditional costumes. Manado, North Sulawesi, is sometimes called the Christian capital of Indonesia because they purportedly having the highest number of Christians in the country. They also claim to have the biggest Christmas tree in Asia, located at the Mega Mas Boulevard. Funded by donations, it’s meant to be a symbol of religious brotherhood. In Papua, after Christmas mass, the Papuans light up the barapen (grilling stone) for the ritual cooking of pork. The barapen is a hole in the ground where hot stones are placed, then a layer of meat, sweet potatoes, cassava, fern, spinach and papaya, then another layer of stone and so forth until they have three layers. The barapen tradition is an expression of togetherness, gratitude, sharing and love. Between 1999 and 2002, the Maluku islands suffered a period of ugly sectarian conflict in which the aftermath took a while to resolve. Fortunately now peace has been restored. The celebration of Christmas includes a ceremony called cuci negeri (cleaning the nation), which symbolizes a purification and liberation of the people and environment from sin. I reckon the whole of Indonesia should engage in cuci negeri! So in many parts of Indonesia, Christmas is totally devoid of commercialism. It all sounds pretty ideal, doesn’t it? While Christmas is a time for joy, peace and sharing, it’s also a time when Christians in Indonesia start to get anxious. The recent FPI sweeping of Christmas attributes is mild compared to the Christmas Eve bombing in eight cities in 2000, which resulted in casualties and fatalities. Unfortunately, Muslim extremists do not necessarily wait for Christmas to persecute Christians. Just google “discrimination against Christians in modern Indonesia”, your heart will ache to read the stories. I reckon we — Christians and Muslims alike — should heed the war cry of Pope Francis, to fight not just against the commercialization of Christmas, but also against bigotry, ignorance, arrogance, greed, and aim for tolerance, humility, compassion, sharing and love for our fellow sisters and brothers, of whatever faith. Maybe start by just a simple act of wearing the Santa hat as Alim did. If the intention is to wear it as an expression of tolerance, then it’s a good thing, no? __________________________________ The writer is the author of Julia’s Jihad.",http://www.thejakartapost.com/news/2016/12/28/let-s-join-pope-war-against-commercialized-christmas.html,,2016
"Sat, December 31 2016",Greater Jakarta: FPI leader’s blasphemy case to proceed,"Jakarta Police chief Insp. Gen. Mochammad Iriawan has given his assurance that the police will process the lawsuit filed by a group of university students against Islam Defenders Front (FPI) leader Rizieq Shihab for allegedly defaming Christianity in one of his speeches. Iriawan said the police would treat the case just like any other case. “Why wouldn’t we have the guts [to investigate Rizieq]?” Iriawan asked when a journalist questioned whether the police would dare to process the case against the leader of the mass organization whose members had been involved in many raids against places they considered “un-Islamic”. “We are still investigating the case. If we feel it is necessary to carry out a case reconstruction, we will do so,” Iriawan said. Rizieq has been reported by the Indonesian Catholic Students Association (PMKRI) for allegedly committing blasphemy in a speech circulated on the Internet. Rizieq was reported along with two other people who allegedly uploaded Rizieq’s video to Instagram and Twitter. In the 22-second video, Rizieq is recorded saying: “If God gave birth, then who would be the midwife?” Rizieq is accused of violating Article 156 section (a) of the Criminal Code on blasphemy. The charge carries a maximum punishment of five years in prison. The FPI has said it will report the people who filed the lawsuit against Rizieq for defamation or slander.",http://www.thejakartapost.com/news/2016/12/31/greater-jakarta-fpi-leader-s-blasphemy-case-proceed.html,,2016
"Tue, January 3 2017",Greater Jakarta: Anies gives speech at FPI headquarters,"Jakarta gubernatorial candidate Anies Baswedan utilized his visit to the headquarters of the hard-line Islam Defenders Front (FPI) in Petamburan, Central Jakarta, on Sunday, to clear up rumors he said aimed to discredit him. The former culture and education minister denied being a follower of Syiah and the Liberal Islam Network (JIL). “There is also an accusation that I’m a Wahabi follower. This is strange. How could I be a follower of Syiah and Wahabi at the same time?” he told the event, as quoted by tribunnews.com. The event was attended by hundreds of FPI followers, including their leader, firebrand cleric Rizieq Shihab.",http://www.thejakartapost.com/news/2017/01/03/greater-jakarta-anies-gives-speech-fpi-headquarters.html,,2017
